price,form,interface,speed,gig,sgig,brand,supplier,comment
829.00,3.5",SATA,RPM:  7200,10000,0.083,Seagate,CPL,Seagate ST10000NM0016 10TB Exos X10 7200RPM SATA 3.5 HDD
639.00,3.5",SATA,RPM:  7200,10000,0.064,Seagate,CPL,Seagate ST10000NM0086 Exos X10 HDD 512E SATA 10TB SATA 3.5" 7200RPM
467.00,?,SATA,RPM:  7200,10000,0.047,Seagate,CPL,Seagate ST10000VN0008 IRONWOLF 10TB SATA 7200RPM 256MB
459.00,?,?,?,10000,0.046,Seagate,CPL,Seagate ST10000VX0004 Skyhawk 10TB Surveillance
59.00,?,?,?,1000,0.059,Seagate,CPL,Seagate ST1000DM010 Barracuda 1TB Desktop HDD
109.00,3.5",SATA?,?,1000,0.109,Seagate,CPL,Seagate ST1000DX002 FIRECUDA 1TB SSHD 3.5"
73.00,2.5",SATA,RPM:  5400,1000,0.073,Seagate,CPL,Seagate ST1000LM048 Barracuda 2.5In 1TB SATA HDD 5400RPM
99.00,2.5",SATA?,?,1000,0.099,Seagate,CPL,Seagate ST1000LX015 1TB FireCuda 2.5In SSHD
74.00,?,?,?,1000,0.074,Seagate,CPL,Seagate ST1000VX005 Skyhawk 1TB Surveillance HDD
699.00,3.5",SATA,SATA3,12000,0.058,Seagate,CPL,Seagate ST12000NE0007 12TB 3.5' IronWolf PRO NAS SATA3 HDD
819.00,3.5",SAS,?,12000,0.068,Seagate,CPL,Seagate ST12000NM0007 12TB EXOS X12 Internal 3.5" SAS DRIVE
879.00,3.5",SATA,SATA,12000,0.073,Seagate,CPL,Seagate ST12000NM0008 12TB EXOS ENTERPRISE 512E INTERNAL 3.5" SATA 
799.00,3.5",SAS,RPM:  7200,12000,0.067,Seagate,CPL,Seagate ST12000NM0027 HELIUM ENT CAP 12TB 3.5IN SAS 12GB/S 7200RPM 256MB CACHE 512E NO ENCRYPTION HDD
659.00,3.5",SATA,SATA,12000,0.055,Seagate,CPL,Seagate ST12000VE0008 12TB SKYHAWK SURVEILLANCE AI INTERNAL 3.5" SATA DRIVE 
639.00,3.5",SATA,SATA3,12000,0.053,Seagate,CPL,Seagate ST12000VN0007 12TB 3.5' IronWolf SATA3 NAS HDD
599.00,3.5",SATA,SATA,12000,0.050,Seagate,CPL,Seagate ST12000VN0008 12TB IronWolf NAS 3.5" SATA DRIVE
439.00,2.5",SAS,?,1200,0.366,Seagate,CPL,Seagate ST1200MM0139 1.20 TB 2.5" SAS Hard Drive
1189.00,3.5",SATA,SATA,14000,0.085,Seagate,CPL,Seagate ST14000NM0018 14TB Exos Enterprise 512E/4Kn Internal 3.5" Sata Drive
999.00,3.5",SATA,SATA,14000,0.071,Seagate,CPL,Seagate ST14000NM001G 14TB EXOS ENTERPRISE 512E4KN INTERNAL 3.5" SATA DRIVE
1148.00,3.5",SAS,?,14000,0.082,Seagate,CPL,Seagate ST14000NM002G 14TB EXOS ENTERPRISE 512E4KN INTERNAL 3.5" SAS DRIVE
799.00,3.5",SATA,SATA,14000,0.057,Seagate,CPL,Seagate ST14000VE0008 14TB SKYHAWK SURVEILLANCE AI INTERNAL 3.5" SATA DRIVE 
869.00,3.5",SATA,SATA,16000,0.054,Seagate,CPL,Seagate ST16000VN001 Ironwolf 16TB 3.5" SATA NAS DRIVE
579.00,2.5",SAS,?,1800,0.322,Seagate,CPL,Seagate ST1800MM0129 1.8TB Exos 10E2400 HDD 512E/4KN 2.5" SAS Drive
3349.00,?,SAS,?,1920,1.744,Seagate,CPL,Seagate ST1920FM0043 1200.2 SAS SSD SE 1920GB 4096MB Cache
88.00,3.5",SATA,SATA3,2000,0.044,Seagate,CPL,Seagate ST2000DM008 Barracuda 2TB 3.5" SATA3 HDD
189.00,?,?,?,2000,0.095,Seagate,CPL,Seagate ST2000DM009 Barracuda PRO 2TB DESKTOP HDD
148.00,?,?,?,2000,0.074,Seagate,CPL,Seagate ST2000DX002 Firecuda 2TB SSHD 
155.00,2.5",SATA,RPM:  5400,2000,0.077,Seagate,CPL,Seagate ST2000LX001 Firecuda 2.5In 2TB SSHD SATA HDD 5400RPM
178.00,?,SATA,SATA,2000,0.089,Seagate,CPL,Seagate ST2000NE0025 2TB IronWolf Pro SATA  Enterprise NAS Drive
219.00,3.5",SATA,RPM:  7200,2000,0.110,Seagate,CPL,Seagate ST2000NM0008 Exos 7E2 HDD 512N SATA 3.5" 2TB 7200RPM 128MB CACHE NO ENCRYPTION 5YRS
219.00,3.5",SATA?,?,2000,0.110,Seagate,CPL,Seagate ST2000NM0125 Enterprise PERFORMANCE 2TB Internal 3.5"SATA Drive
119.00,?,?,?,2000,0.059,Seagate,CPL,Seagate ST2000VN004 Ironwolf 2TB NAS HDD 
105.00,?,?,?,2000,0.052,Seagate,CPL,Seagate ST2000VX008 Skyhawk 2TB Surveillance HDD
699.00,2.5",SAS,?,2400,0.291,Seagate,CPL,Seagate ST2400MM0129 2.4TB_ EXOS ENTERPRISE 512E INTERNAL 2.5" SAS DRIVE
194.00,2.5",SATA,RPM:  5400,3000,0.065,Seagate,CPL,Seagate ST3000LM024 Barracuda 2.5IN 3TB SATA HDD 5400RPM
309.00,3.5",SATA,SATA3,3000,0.103,Seagate,CPL,Seagate ST3000NM0005 Enterprise Capacity V5 3TB 3.5IN SATA3 512N HDD
148.00,?,?,?,3000,0.049,Seagate,CPL,Seagate ST3000VN007 Ironwolf 3TB NAS HDD
264.00,?,?,?,4000,0.066,Seagate,CPL,Seagate ST4000DM006 Barracuda PRO 4TB DESKTOP HDD
245.00,2.5",SATA?,?,4000,0.061,Seagate,CPL,Seagate ST4000LM024 4TB 2.5In Barracuda HDD
269.00,3.5",SATA,RPM:  7200,4000,0.067,Seagate,CPL,Seagate ST4000NE001 IronWolf Pro NAS HDD 3.5" 4TB SATA 7200RPM
259.00,?,SATA,SATA,4000,0.065,Seagate,CPL,Seagate ST4000NE0025 4TB IRONWOLF Pro SATA
325.00,3.5",SAS,?,4000,0.081,Seagate,CPL,Seagate ST4000NM0025 Enterprise Capacity V5 4TB 3.5IN SAS 512N HDD
309.00,3.5",SATA,SATA,4000,0.077,Seagate,CPL,Seagate ST4000NM0045 4TB Enterprise Capacity 512E INTERNAL 3.5" SATA DRIVE
179.00,?,?,?,4000,0.045,Seagate,CPL,Seagate ST4000VN008 Ironwolf 4TB NAS HDD
175.00,?,?,?,4000,0.044,Seagate,CPL,Seagate ST4000VX007 Skyhawk 4TB Surveillance HDD
62.00,2.5",SATA,SATA,500,0.124,Seagate,CPL,Seagate ST500LM030 2.5" 500GB_ Barracuda SATA HDD
349.00,3.5",SATA?,?,6000,0.058,Seagate,CPL,Seagate ST6000DM004 Barracuda Pro 6TB 3.5" Desktop HDD
389.00,3.5",SATA,RPM:  7200,6000,0.065,Seagate,CPL,Seagate ST6000NE000 IRONWOLF PRO 6TB SATA 3.5IN 256MB_ 7200RPM  ENTERPRISE NAS
399.00,3.5",SATA,SATA,6000,0.067,Seagate,CPL,Seagate ST6000NE0021 Ironwolf Pro 6TB SATA 3.5in 256MB NAS HDD
435.00,3.5",SAS,?,6000,0.072,Seagate,CPL,Seagate ST6000NM0095 6TB EXOS SAS Enterprise 512E Internal 3.5" HDD
389.00,3.5",SATA?,?,6000,0.065,Seagate,CPL,Seagate ST6000NM0235 Enterprise Capacity 6TB 3.5 HDD
259.00,3.5",SATA,SATA3,6000,0.043,Seagate,CPL,Seagate ST6000VX001 6TB SkyHawk 3.5" SATA3 Surveillance Hard Drive 
269.00,?,?,?,6000,0.045,Seagate,CPL,Seagate ST6000VX0023 6TB SkyHawk Surveillance HDD
263.00,?,?,RPM: 10000,600,0.438,Seagate,CPL,Seagate ST600MM0208 600GB Enterprise Performance 10K HDD
328.00,3.5",SATA?,?,8000,0.041,Seagate,CPL,Seagate ST8000DM004 8TB Barracuda 3.5" HDD
519.00,?,SAS,?,8000,0.065,Seagate,CPL,Seagate ST8000NM0075 8TB Enterprise SAS HDD
529.00,3.5",SATA,SATA3,8000,0.066,Seagate,CPL,Seagate ST8000VE0004 8TB SkyHawk Surveillance AI 3.5" SATA3 HDD
369.00,?,?,?,8000,0.046,Seagate,CPL,Seagate ST8000VN0022 8TB IronWolf NAS HDD
358.00,?,?,RPM:  7200,8000,0.045,Seagate,CPL,Seagate ST8000VN004 IRONWOLF 8TB NAS 7200RPM 256 MB
345.00,?,?,?,8000,0.043,Seagate,CPL,Seagate ST8000VX0022 8TB SkyHawk Surveillance HDD
369.00,3.5",SATA,RPM:  7200,8000,0.046,Seagate,CPL,Seagate ST8000VX004 SkyHawk Surveillance HDD 3.5" 8TB SATA 7200RPM 256MB NO ENCRYPTION
255.00,2.5",SATA,SATA,1000,0.255,Seagate,CPL,Seagate STGS1000401 1TB BARRACUDA SSD_ 2.5" SATA 
389.00,2.5",SATA,SATA,2000,0.195,Seagate,CPL,Seagate STGS2000401 2TB BARRACUDA SSD_ 2.5" SATA 
99.00,2.5",SATA,SATA,500,0.198,Seagate,CPL,Seagate STGS500401 500GB BARRACUDA SSD_ 2.5" SATA 
869.00,2.5",SATA,SATA,1920,0.453,Seagate,CPL,Seagate XA1920ME10063 1920GB 2.5" 3DWPD_ NYTRO 1551_ 560R/535W-MB/s SATA SSD_ 5 Years Warranty
209.00,2.5",SATA,SATA,240,0.871,Seagate,CPL,Seagate XA240ME10003 240GB 2.5" 3DWPD_ NYTRO 1551_ 560R/535W-MB/s_ SATA SSD_ 5 Years Warranty
1559.00,2.5",SATA,SATA,3840,0.406,Seagate,CPL,Seagate XA3840ME10063 NYTRO 1551 2.5" SATA 3840GB 560R/535W-MB/S 3DWPD
175.00,2.5",SATA,SATA,240,0.729,Seagate,CPL,Seagate XF1230-1A0240 240GB Nytro XF1230 SSD_ 2.5" SATA 
1389.00,2.5",SATA,SATA,1920,0.723,Seagate,CPL,Seagate XF1230-1A1920 1920GB Nytro XF1230 SSD_ 2.5" SATA
559.00,M.2,?,?,400,1.397,Seagate,CPL,Seagate XP400HE30002 Nytro 5000 M.2S 400GB PCIE
1349.00,2.5",SATA,SATA,3840,0.351,Seagate,CPL,Seagate ZA3840NM10011 IRONWOLF 110 SSD_ 2.5" SATA 3840GB_ 560R/345W-MB/S_ 5YR WTY
395.00,2.5",SATA,SATA,960,0.411,Seagate,CPL,Seagate ZA960NM10011 IRONWOLF 110 SSD_ 2.5" SATA 960GB_ 560R/345W-MB/S_ 5YR WTY
155.00,2.5",SATA,SATA3,480,0.323,Team,CPL,Team T2535T480G0C101 2.5" SSD 7mm 480GB L5 LITE SATA3
199.00,?,?,?,500,0.398,Team,CPL,Team T253TR500G3C313 Delta RGB SSD 500GB Black
69.00,2.5",SATA?,?,250,0.276,Team,CPL,Team T253TV250G3C301 T-Force Vulcan SSD 2.5" 3D NAND 250GB
49.00,2.5",SATA,SATA,256,0.191,Team,CPL,Team T253X2256G0C101 256GB GX2 2.5'' SATA SSD
269.00,2.5",SAS,RPM: 10000,600,0.448,Toshiba,CPL,Toshiba AL15SEB06EQ 2.5" 600GB 10K RPM SAS HDD
335.00,2.5",SAS,RPM: 10000,900,0.372,Toshiba,CPL,Toshiba AL15SEB09EQ 2.5" 900GB 10K RPM SAS HDD
409.00,2.5",SAS,RPM: 10000,1200,0.341,Toshiba,CPL,Toshiba AL15SEB12EQ 2.5" 1.2TB 10K RPM SAS HDD
479.00,2.5",SAS,RPM: 10000,1800,0.266,Toshiba,CPL,Toshiba AL15SEB18EQ 2.5" 1.8TB 10K RPM SAS HDD
59.00,3.5",SATA?,RPM:  7200,1000,0.059,Toshiba,CPL,Toshiba DT01ACA100 1TB 3.5 Inch 7200 RPM SATA3/SATA 6.0 GB/s 64MB Hard Drive 
96.00,3.5",SATA,RPM:  7200,2000,0.048,Toshiba,CPL,Toshiba DT01ACA200 2TB 3.5" 7200RPM SATA3 Hard Drive
55.00,3.5",SATA?,RPM:  7200,1000,0.055,Toshiba,CPL,Toshiba HDWD110UZSVA P300 Desktop INT 3.5" 1TB 7200RPM HDD
118.00,3.5",SATA?,RPM:  7200,3000,0.039,Toshiba,CPL,Toshiba HDWD130UZSVA P300 Desktop INT 3.5" 3TB 7200RPM HDD
385.00,3.5",SATA?,RPM:  7200,8000,0.048,Toshiba,CPL,Toshiba HDWF180UZSVA X300 Performance INT 3.5" 8TB 7200RPM HDD 128MB
359.00,3.5",SATA,RPM:  7200,6000,0.060,Toshiba,CPL,Toshiba HDWG160UZSVA N300 NAS HDD 6TB 3.5" SATA 7200rpm
195.00,3.5",SATA,RPM:  7200,4000,0.049,Toshiba,CPL,Toshiba HDWQ140UZSVA N300 NAS HDD 3.5" 4TB SATA 7200rpm
599.00,3.5",SATA?,RPM:  7200,10000,0.060,Toshiba,CPL,Toshiba HDWR11AUZSVA 10TB X300 Performance INT 3.5" 7200RPM HDD 128MB
659.00,3.5",SATA,RPM:  7200,10000,0.066,Toshiba,CPL,Toshiba HDWT31AUZSVA 10TB S300 Surveillance HDD 3.5" SONANCE 24x7 SATA 7200RPM
279.00,3.5",SATA,RPM:  7200,6000,0.046,Toshiba,CPL,Toshiba HDWT360UZSVA 6TB S300 Surveillance HDD 3.5" SONANCE 24x7 SATA 7200RPM
69.00,3.5",SATA?,RPM:  5700,1000,0.069,Toshiba,CPL,Toshiba HDWU110UZSVA 1TB V300 Video Stream INT 3.5" 5700RPM HDD
139.00,3.5",SATA?,RPM:  5700,3000,0.046,Toshiba,CPL,Toshiba HDWU130UZSVA 3TB V300 Video Stream INT 3.5" 5700RPM HDD
265.00,3.5",SATA,RPM:  7200,6000,0.044,Toshiba,CPL,Toshiba MD04ACA600 6TB 7200RPM 3.5-Inch SATA HDD
185.00,3.5",SAS,RPM:  7200,1000,0.185,Toshiba,CPL,Toshiba MG04SCA100 3.5" NEARLINE 1TB Enterprise Capacity SAS 7200RPM_ 6Gbps
399.00,3.5",SAS,RPM:  7200,6000,0.067,Toshiba,CPL,Toshiba MG04SCA60EE 3.5" NEARLINE 6TB SAS 7200RPM_ 6Gbps
999.00,?,SATA,RPM:  7200,14000,0.071,Toshiba,CPL,Toshiba MG07ACA14TE LFF 14TB 7200RPM Enterprise Capacity SATA HDD
299.00,3.5",SATA?,RPM:  7200,6000,0.050,Toshiba,CPL,Toshiba MN05ACA600 3.5" NAS HDD 6TB 7200 rpm (24x7)
52.00,2.5",SATA,SATA3,120,0.433,Transcend,CPL,Transcend TS120GSSD220S 120GB 2.5in SSD220S SATA3 TLC
269.00,M.2,NVME,PCIe3 x4,1000,0.269,Transcend,CPL,Transcend TS1TMTE220S 1TB M.2 2280 PCIE GEN3X4 M-KEY 3D TLC WI
99.00,2.5",SATA,SATA3,480,0.206,Transcend,CPL,Transcend TS480GSSD220S 480GB 2.5IN SSD220S SATA3 TLC ALUMINUM C
339.00,3.5",SATA,RPM:  7200,6000,0.057,WD,CPL,WD 0B36039 6TB Ultrastar DC HC310 7200 RPM SATA 6.0Gb/s 3.5" Hard Drives 5 Years Warranty
349.00,?,SAS,?,6000,0.058,WD,CPL,WD 0B36047 6TB Ultrastar Enterprise_ SAS ULTRA 512E SE P3 DC HC310
319.00,3.5",SAS,?,4000,0.080,WD,CPL,WD 0B36048 4TB Ultrastar Enterprise_ 3.5' SAS 512E SE DC HC310
479.00,3.5",SATA,SATA,8000,0.060,WD,CPL,WD 0B36404 8TB Ultrastar Enterprise HC320 3.5" SATA 256MB Hard Drive
629.00,3.5",SAS,RPM:  7200,10000,0.063,WD,CPL,WD 0F27354 10TB Ultrastar Enterprise 3.5" SAS 512E SE 256MB 7200RPM 12GB
59.00,3.5",SATA,RPM:  7200,1000,0.059,WD,CPL,WD 1TB 3.5 Inch SATA3 7200rpm 64MB Caviar Blue Internal HDD WD10EZEX 
115.00,3.5",SATA?,RPM:  7200,1000,0.115,WD,CPL,WD 1TB Black 7200RPM 6Gb/s 3.5-Inch Internal Hard Drive WD1003FZEX
119.00,2.5",SATA,SATA,1000,0.119,WD,CPL,WD 2.5" 1TB Sata RED Internal HDD WD10JFCX
189.00,3.5",SATA?,?,2000,0.095,WD,CPL,WD 2TB 3.5 Inch Caviar Black Internal Hard WD2003FZEX
118.00,3.5",SATA?,RPM:  5400,3000,0.039,WD,CPL,WD 3TB WD30EZRZ Blue 3.5In 5400RPM Hard Drive 
59.00,2.5",SATA?,?,500,0.118,WD,CPL,WD 500G WD5000LPCX Blue 2.5In Hard Drive
395.00,3.5",SATA,SATA,6000,0.066,WD,CPL,WD 6TB WD6002FRYZ RE Enterprise 3.5" SATA HDD 
89.00,?,?,?,1000,0.089,WD,CPL,WD Red NAS Hard Drive 1TB IntelliPower WD10EFRX
135.00,3.5",SATA?,?,1000,0.135,WD,CPL,WD WD1005FBYZ 1TB Gold DATACENTER 3.5" Enterprise HDD
458.00,3.5",SATA?,?,10000,0.046,WD,CPL,WD WD100EFAX 10TB RED 3.5n NAS Hard Drive
578.00,3.5",SATA?,?,10000,0.058,WD,CPL,WD WD101KFBX 10TB RED PRO 3.5In NAS Drive
569.00,3.5",SATA,SATA,10000,0.057,WD,CPL,WD WD101KRYZ 10TB GOLD Enterprise Internal 3.5" SATA Drive
458.00,?,?,?,10000,0.046,WD,CPL,WD WD101PURZ 10TB Purple Surveillance Hard Drive
73.00,3.5",SATA?,?,1000,0.073,WD,CPL,WD WD10PURZ 1TB Purple Internal 3.5" Desktop Hard Drive
115.00,2.5",SATA,SATA3,1000,0.115,WD,CPL,WD WD10SPCX 1TB Blue 2.5 Inch SATA3 Hard Drive
72.00,2.5",SATA,RPM:  5400,1000,0.072,WD,CPL,WD WD10SPZX 1TB BLUE 2.5" 5400 RPM SATA Hard Drive
799.00,?,?,?,12000,0.067,WD,CPL,WD WD121KFBX RED PRO 12TB NAS HARD DRIVE
749.00,3.5",SATA,RPM:  7200,12000,0.062,WD,CPL,WD WD121KRYZ 12TB Gold 3.5" SATA3 7200RPM Datacenter Hard Drive
619.00,3.5",SATA,SATA,12000,0.052,WD,CPL,WD WD121PURZ 12TB 3.5" Purple SATA Surveillance Hard Drive
179.00,3.5",SATA,SATA,2000,0.089,WD,CPL,WD WD2002FFSX 2TB Red Pro Internal 3.5" Desktop SATA Drive
195.00,3.5",SATA,SATA,2000,0.098,WD,CPL,WD WD2005FBYZ 2TB GOLD Enterprise Internal 3.5" SATA Drive
83.00,3.5",SATA,SATA3,2000,0.042,WD,CPL,WD WD20EZAZ BLUE 2TB 3.5in SATAIII 256MB HDD
165.00,2.5",SATA?,?,2000,0.083,WD,CPL,WD WD20NPVZ Blue 2TB 2.5-inch Mobile Hard Drive
98.00,3.5",SATA?,?,2000,0.049,WD,CPL,WD WD20PURZ 2TB Purple Internal 3.5" Desktop Hard Drive
129.00,2.5",SATA,SATA,2000,0.065,WD,CPL,WD WD20SPZX 2TB Blue 2.5" SATA HDD
139.00,?,?,?,3000,0.046,WD,CPL,WD WD30EFRX Red NAS Hard Drive 3TB IntelliPower WD30EFRX
128.00,3.5",SATA?,?,3000,0.043,WD,CPL,WD WD30PURZ 3TB Purple Internal 3.5" Desktop Hard Drive
274.00,3.5",SATA?,?,4000,0.069,WD,CPL,WD WD4003FFBX 4TB Red Pro 256MB 3.5" NAS Hard Drive
285.00,?,?,?,4000,0.071,WD,CPL,WD WD4005FZBX 4TB Black 256MB HDD
168.00,3.5",SATA,SATA3,4000,0.042,WD,CPL,WD WD40EFRX 4TB Red 3.5 Inch SATA3 63MB Internal Hard Drive for NAS
154.00,3.5",SATA,RPM:  5400,4000,0.038,WD,CPL,WD WD40EZRZ 4TB Blue 3.5" 5400RPM SATA3 Hard Drive
158.00,3.5",SATA?,?,4000,0.040,WD,CPL,WD WD40PURZ 4TB Purple Internal 3.5" Desktop Hard Drive
239.00,3.5",SATA?,?,4000,0.060,WD,CPL,WD WD4NPURX Purple NV 4TB 3.5in Surveillance HDD
88.00,3.5",SATA,SATA,500,0.176,WD,CPL,WD WD5000AZRZ 500GB Blue 64MB 3.5In SATA HDD
79.00,2.5",SATA?,?,500,0.158,WD,CPL,WD WD5000LPLX Black 2.5in 500GB HDD
358.00,3.5",SATA?,?,6000,0.060,WD,CPL,WD WD6003FFBX 6TB Red Pro 256MB 3.5" NAS Hard Drive
375.00,?,?,?,6000,0.062,WD,CPL,WD WD6003FZBX 6TB Black 256MB HDD
269.00,?,?,?,6000,0.045,WD,CPL,WD WD60EFAX 6TB RED 256MB NAS Hard Drive
249.00,3.5",SATA,SATA,6000,0.042,WD,CPL,WD WD60EZAZ 6TB BLUE 256MB 3.5" SATA Hard Drive
269.00,3.5",SATA?,?,6000,0.045,WD,CPL,WD WD60PURZ 6TB Purple Internal 3.5" Desktop Hard Drive
439.00,3.5",SATA?,RPM:  7200,8000,0.055,WD,CPL,WD WD8003FFBX 8TB RED PRO 3.5" NAS 7200 RPM HDD
459.00,?,?,?,8000,0.057,WD,CPL,WD WD8003FRYZ 8TB Gold Enterprise-Class Hard Drive
348.00,3.5",SATA?,RPM:  5400,8000,0.043,WD,CPL,WD WD80EFAX Red 3.5" 8TB 256MB 5400RPM NAS HDD
348.00,3.5",SATA,SATA,8000,0.043,WD,CPL,WD WD81PURZ 8TB 3.5" Purple SATA Surveillance Hard Drive
379.00,3.5",SATA,SATA3,8000,0.047,WD,CPL,WD WD82PURZ Purple 8TB Surveillance 3.5' IntelliPower SATA3 HDD
199.00,2.5",SATA,SATA,1000,0.199,WD,CPL,WD WDS100T2B0A 1TB Blue 3D NAND SSD 2.5 SATA CSSD 3Yr
199.00,M.2,SATA,SATA,1000,0.199,WD,CPL,WD WDS100T2B0B 1TB Blue 3D NAND SSD M.2 SATA CSSD 3Yr
349.00,M.2,NVME,?,1000,0.349,WD,CPL,WD WDS100T2X0C Black NVME SSD 1TB M.2
314.00,M.2,NVME,PCIe3 x4,1000,0.314,WD,CPL,WD WDS100T3X0C Black SN750 1TB NVMe M.2 (2280) PCIe 3x4 3D NAND SSD
32.00,?,?,?,120,0.267,WD,CPL,WD WDS120G2G0A 120GB Green 3D NAND SSD
438.00,2.5",SATA,SATA,2000,0.219,WD,CPL,WD WDS200T2B0A 2TB Blue 3D NAND SSD 2.5 SATA CSSD 3Yr
432.00,M.2,SATA,SATA,2000,0.216,WD,CPL,WD WDS200T2B0B 2TB Blue 3D NAND SSD M.2 SATA CSSD 3Yr
709.00,?,NVME,?,2000,0.354,WD,CPL,WD WDS200T3X0C 2TB Black SN750 NVMe SSD
48.00,?,?,?,240,0.200,WD,CPL,WD WDS240G2G0A 240GB Green 3D NAND SSD
48.00,M.2,SATA,SATA,240,0.200,WD,CPL,WD WDS240G2G0B Green 240GB M.2 2280 SATA SSD
75.00,M.2,NVME,?,250,0.300,WD,CPL,WD WDS250G1B0C 250GB Blue NVME SSD M.2
65.00,2.5",SATA?,?,250,0.260,WD,CPL,WD WDS250G2B0A Blue 250GB 3D NAND 2.5" SSD
65.00,M.2,SATA,SATA,250,0.260,WD,CPL,WD WDS250G2B0B 250GB Blue 3D NAND SSD M.2 SATA CSSD 3Yr
82.00,?,?,?,480,0.171,WD,CPL,WD WDS480G2G0A 480GB Green PC SSD 
99.00,2.5",SATA,SATA,500,0.198,WD,CPL,WD WDS500G2B0A 500GB Blue 3D NAND SSD 2.5 SATA CSSD 3Yr
99.00,M.2,SATA,SATA,500,0.198,WD,CPL,WD WDS500G2B0B 500GB Blue 3D NAND SSD M.2 SATA CSSD 3Yr
169.00,M.2,NVME,PCIe3 x4,500,0.338,WD,CPL,WD WDS500G3X0C Black SN750 500GB NVMe M.2 (2280) PCIe 3x4 3D NAND SSD
925.00,3.5",SATA?,?,14000,0.066,WD,CPL,WD WUH721414ALE6L4(0F31284) Ultrastar 14TB 3.5 inch HDD
